lon,lat,ï..EIN,NAME,STREET,ZIP,SUBSECTION,CLASSIFICATION,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,NTEE,codes,ZIP_FIVE,Location
-76.7265275,39.37652,521160896,ASTHMA & ALLERGY FOUNDATION OF AMERICA,1498 REISTERSTOWN RD STE 324,21208-3817,3,1200,38586,29203,28048,G61M,MARYLAND CHAPTER,G,"Diseases, Disorders, Medical Disciplines",21208,"1498 REISTERSTOWN RD STE 324, BALTIMORE, MD, 21208"
-76.6265147,39.2871319,452734306,GLOBAL VIRUS NETWORK INC,725 W LOMBARD STREET NO S413,21201-1009,3,2000,330254,482144,482144,G80,NA,G,"Diseases, Disorders, Medical Disciplines",21201,"725 W LOMBARD STREET NO S413, BALTIMORE, MD, 21201"
-76.6121893,39.2903848,800361606,WHEELS FOR PROSTATE CANCER RESEARCH INC,65086,21209-0000,3,1000,0,0,0,G80,NA,G,"Diseases, Disorders, Medical Disciplines",21209,"65086, BALTIMORE, MD, 21209"
-76.5903424,39.35634460000001,264040421,HOPESPRINGS INC,5400 LOCH RAVEN BLVD,21239-2900,3,2000,234418,539943,539943,G81,NA,G,"Diseases, Disorders, Medical Disciplines",21239,"5400 LOCH RAVEN BLVD, BALTIMORE, MD, 21239"
-76.6036914,39.3335151,522355754,EMPOWERING NEW CONCEPTS,912 E 37TH ST,21218-2014,3,1000,1,0,0,G81,NA,G,"Diseases, Disorders, Medical Disciplines",21218,"912 E 37TH ST, BALTIMORE, MD, 21218"
-76.65507290000001,39.2841545,521917917,CHURCHES UNITED AGAINST AIDS BALTIMORE INCORPORATED,2414 FREDERICK AVE,21223-2839,3,1000,0,0,0,G81,NA,G,"Diseases, Disorders, Medical Disciplines",21223,"2414 FREDERICK AVE, BALTIMORE, MD, 21223"
-76.61556139999999,39.3029758,521638592,CHASE BREXTON HEALTH SERVICES INC,1111 N CHARLES ST,21201-5505,3,1200,38911044,90806291,90740380,G810,NA,G,"Diseases, Disorders, Medical Disciplines",21201,"1111 N CHARLES ST, BALTIMORE, MD, 21201"
-76.6167455,39.3099912,521576701,AIDS INTERFAITH RESIDENTAL SERVICES,1800 N CHARLES ST STE 700,21201-5992,3,1000,1209298,4728714,4721223,G81Z,NA,G,"Diseases, Disorders, Medical Disciplines",21201,"1800 N CHARLES ST STE 700, BALTIMORE, MD, 21201"
-76.5805871,39.3019895,521512614,AIDS ACTION BALTIMORE INC,10 E EAGER STREET,21202-2534,3,1000,359441,540392,540392,G81Z,NA,G,"Diseases, Disorders, Medical Disciplines",21202,"10 E EAGER STREET, BALTIMORE, MD, 21202"
-76.61,39.29,521328369,KENNEDY FELLOWS ASSOCIATION INC,PO BOX 2004,21203-2004,3,1200,29998,4791,4791,G8XZ,NA,G,"Diseases, Disorders, Medical Disciplines",21203,"PO BOX 2004, BALTIMORE, MD, 21203"
-76.66300919999999,39.3540628,50572029,NEURO-SPINE RESEARCH AND HUMAN DEVELOPMENT ORGANIZATION INC,2411 W BELVEDERE AVE STE 402,21215-5231,3,1000,25186,18474,NA,G96,NA,G,"Diseases, Disorders, Medical Disciplines",21215,"2411 W BELVEDERE AVE STE 402, BALTIMORE, MD, 21215"
-76.7059184,39.3603227,473934016,NICER FOUNDATION INC,4002 BROOKHILL RD,21215-2416,3,1000,0,0,0,G96,NA,G,"Diseases, Disorders, Medical Disciplines",21215,"4002 BROOKHILL RD, BALTIMORE, MD, 21215"
-76.6274624,39.2869634,521182593,UNIVERSITY OF MARYLAND PEDIATRIC AS SOCIATES P A,737 W LOMBARD ST,21201-1009,3,1000,6799030,19424648,19424648,G98Z,NA,G,"Diseases, Disorders, Medical Disciplines",21201,"737 W LOMBARD ST, BALTIMORE, MD, 21201"
-76.6145315,39.3176594,260633120,NEUROMODULATION FOUNDATIONINCORPORATED,117 E 25TH ST,21218-5213,3,2180,20396,104317,104317,G99,NA,G,"Diseases, Disorders, Medical Disciplines",21218,"117 E 25TH ST, BALTIMORE, MD, 21218"
-76.7147916,39.290676499999996,61509744,INTERNATIONAL PARURESIS ASSOCIATION INC,5230 OLD FREDERICK RD,21229-2120,3,1200,116346,103034,103034,G99Z,NA,G,"Diseases, Disorders, Medical Disciplines",21229,"5230 OLD FREDERICK RD, BALTIMORE, MD, 21229"
-76.6245137,39.28977039999999,521705976,BALTIMORE RESEARCH & EDUCATION FOUNDATION INC,10 N GREENE ST RSCH OFC 3D150,21201-1524,3,1000,12073191,2419822,2419822,H00J,NA,H,Medical Research,21201,"10 N GREENE ST RSCH OFC 3D150, BALTIMORE, MD, 21201"
-76.649968,39.405638,261694950,STROUP KIDS FOR KIDS EPILEPSY FOUNDATION,1802 ROLAND AVE,21204-3529,3,1000,51015,65438,65438,H12,NA,H,Medical Research,21204,"1802 ROLAND AVE, BALTIMORE, MD, 21204"
-76.6110911,39.2875918,270180357,WE FUND THE CURE INC,211 EAST LOMBARD STREET NUMBER 297,21202-6102,3,1000,0,0,0,H12,NA,H,Medical Research,21202,"211 EAST LOMBARD STREET NUMBER 297, BALTIMORE, MD, 21202"
-76.6694595,39.364998,454708747,WHITE AISLE FOUNDATION INC,5805 DALE RD,21209-4213,3,1000,5479,20773,20228,H12,NA,H,Medical Research,21209,"5805 DALE RD, BALTIMORE, MD, 21209"
-76.4983956,39.39518450000001,522119588,RYAN FOUNDATION INC,3701 E JOPPA RD,21236-2202,3,1000,NA,NA,NA,H12,NA,H,Medical Research,21236,"3701 E JOPPA RD, BALTIMORE, MD, 21236"
-76.6128214,39.2872806,814598739,TRUST IN HOPE INC,100 EAST PRATT STREET 26TH FLOOR,21202-1097,3,1280,NA,NA,NA,H12,NA,H,Medical Research,21202,"100 EAST PRATT STREET 26TH FLOOR, BALTIMORE, MD, 21202"
-76.6121893,39.2903848,651306978,LOEYS-DIETZ SYNDROME FOUNDATION,PO BOX 22468,21203-4468,3,1000,392784,234294,233493,H192,NA,H,Medical Research,21203,"PO BOX 22468, BALTIMORE, MD, 21203"
-76.6993442,39.2793035,463326931,CENOREX INCORPORATED,418 S CHAPEL GATE LN,21229-3902,3,1000,0,0,0,H20,NA,H,Medical Research,21229,"418 S CHAPEL GATE LN, BALTIMORE, MD, 21229"
-76.77876499999999,39.280118,521749479,CHILDRENS ROADS TO RECOVERY INC,2113 ROCKHAVEN AVE,21228-4746,3,1000,26663,69877,39357,H20Z,NA,H,Medical Research,21228,"2113 ROCKHAVEN AVE, BALTIMORE, MD, 21228"
-76.6132234,39.3564497,474244585,SPENCER GRACE FOUNDATION INC,334 BROADMOOR RD,21212-3807,3,1000,0,0,0,H30,NA,H,Medical Research,21212,"334 BROADMOOR RD, BALTIMORE, MD, 21212"
-76.61,39.29,521608925,MULTIPLE DISTRICT 22 LIONS VISION RESEARCH FOUNDATION INC,PO BOX 1714,21203-1714,3,1000,778175,268416,259945,H41I,NA,H,Medical Research,21203,"PO BOX 1714, BALTIMORE, MD, 21203"
-76.5905078,39.3001455,263690883,LIEBER INSTITUTE INC,855 N WOLFE ST 3RD FLOOR,21205-1503,3,8000,66206784,16079176,12934930,H48,NA,H,Medical Research,21205,"855 N WOLFE ST 3RD FLOOR, BALTIMORE, MD, 21205"
-76.6324779,39.41445909999999,521853631,THE ORTHOPAEDIC ASSOCIATES RESEARCH FOUNDATION INC,8322 BELLONA AVE STE 200,21204-2076,3,1200,19521,150064,150064,H55Z,NA,H,Medical Research,21204,"8322 BELLONA AVE STE 200, BALTIMORE, MD, 21204"
-76.6110911,39.2875918,10860602,MEDINSIGHT RESEARCH INSTITUTE,211 EAST LOMBARD STREET NUMBER 297,21202-6102,3,1200,0,0,0,H90,NA,H,Medical Research,21202,"211 EAST LOMBARD STREET NUMBER 297, BALTIMORE, MD, 21202"
-76.64457589999999,39.3693417,522174274,FUND FOR JEWISH GENETIC MEDICINE INC,1019 WINDING WAY,21210-1232,3,2000,90905,13,13,H940,NA,H,Medical Research,21210,"1019 WINDING WAY, BALTIMORE, MD, 21210"
-76.6367017,39.3493137,202429488,INTRAGENICS RESEARCH INSTITUTE INC,4 CLUB ROAD,21210-2289,3,1200,0,0,0,H99,NA,H,Medical Research,21210,"4 CLUB ROAD, BALTIMORE, MD, 21210"
-76.5905078,39.3001455,461584561,ACADEMIC DRUG DISCOVERY CONSORTIUM,855 N WOLFE ST STE 270,21205-1513,3,1000,88758,75e3,75e3,H99,NA,H,Medical Research,21205,"855 N WOLFE ST STE 270, BALTIMORE, MD, 21205"
-76.6122237,39.2914046,271934913,HAILE SELASSIE I THE FIRST FOUNDATION FOR LAW AND SOCIETY INC,200 E LEXINGTON ST STE 800,21202-0000,3,1230,NA,NA,NA,I01,NA,I,"Crime, Legal-Related",21202,"200 E LEXINGTON ST STE 800, BALTIMORE, MD, 21202"
-76.7339595,39.3879361,465671021,BALTIMORE CRIME ANALYTICS INC,25 HOOKS LN STE 312,21208-1620,3,1200,0,0,0,I02,NA,I,"Crime, Legal-Related",21208,"25 HOOKS LN STE 312, BALTIMORE, MD, 21208"
-76.48192499999999,39.3449503,464166929,ASSOCIATION OF CERTIFIED FRAUD EXAMINERS-MARYLAND CHAPTER INC,8906 MAYFLOWER RD,21237-4370,3,1200,116965,137464,137464,I03,NA,I,"Crime, Legal-Related",21237,"8906 MAYFLOWER RD, BALTIMORE, MD, 21237"
-76.62240779999999,39.3230231,813848399,BALTIMORE CITY CRIME SOLVERS INC,242 W 29TH ST,21211-2908,3,1000,0,0,0,I11,NA,I,"Crime, Legal-Related",21211,"242 W 29TH ST, BALTIMORE, MD, 21211"
-76.61162110000001,39.2908145,237105896,BALTIMORE BAR FOUNDATION INC,111 N CALVERT ST STE 627,21202-1917,3,1230,280748,318065,277494,I128,NA,I,"Crime, Legal-Related",21202,"111 N CALVERT ST STE 627, BALTIMORE, MD, 21202"
-76.61034649999999,39.2883251,270280695,CAPITAL NVC INC,300 EAST LOMBARD STREET,21202-3219,3,1000,0,0,0,I20,NA,I,"Crime, Legal-Related",21202,"300 EAST LOMBARD STREET, BALTIMORE, MD, 21202"
-76.67152349999999,39.3186019,275061822,3200 CARLISLE BLOCK ASSOCIATION,3205 CARLISLE AVE,21216-1948,3,1000,1,5485,5485,I20,NA,I,"Crime, Legal-Related",21216,"3205 CARLISLE AVE, BALTIMORE, MD, 21216"
-76.6156668,39.3196182,462756378,MARYLANDERS TO PREVENT GUN VIOLENCE EDUCATION FUND INC,2600 SAINT PAUL ST,21218-4523,3,2000,0,0,0,I20,NA,I,"Crime, Legal-Related",21218,"2600 SAINT PAUL ST, BALTIMORE, MD, 21218"
-76.639338,39.305205,474804047,MEN OF SANDTOWN,1374 N CAREY ST,21217-2705,3,1000,0,0,0,I20,NA,I,"Crime, Legal-Related",21217,"1374 N CAREY ST, BALTIMORE, MD, 21217"
-76.6121893,39.2903848,521531346,LOCH RAVEN IMPROVEMENT ASSOC INC,PO BOX 66226,21239-6226,3,1200,1896,1350,1350,I20,NA,I,"Crime, Legal-Related",21239,"PO BOX 66226, BALTIMORE, MD, 21239"
-76.6156668,39.3196182,461813392,MARYLANDERS TO PREVENT GUN VIOLENCE INC,2600 SAINT PAUL ST,21218-4523,4,3000,0,0,0,I20,NA,I,"Crime, Legal-Related",21218,"2600 SAINT PAUL ST, BALTIMORE, MD, 21218"
-76.5435463,39.2651217,270053024,DUNDALK YOUTH SERVICES CENTER INC,2200 BROENING HIGHWAY SUITE 1OO,21224-6623,3,1200,435682,502045,502045,I21,NA,I,"Crime, Legal-Related",21224,"2200 BROENING HIGHWAY SUITE 1OO, BALTIMORE, MD, 21224"
-76.5707901,39.3547137,521997525,YOUTH IMAGERY COMPANY,5317 PLYMOUTH RD STE 100,21214-1940,3,1000,NA,NA,NA,I21,NA,I,"Crime, Legal-Related",21214,"5317 PLYMOUTH RD STE 100, BALTIMORE, MD, 21214"
-76.659673,39.323304,522283835,T I M E ORGANIZATION INC,2901 DRUID PARK DRIVE A-202,21215-8131,3,1000,126115,4148076,4148076,I21,NA,I,"Crime, Legal-Related",21215,"2901 DRUID PARK DRIVE A-202, BALTIMORE, MD, 21215"
-76.6342396,39.3312338,521911153,THE HAMPDEN FAMILY CENTER INC,1104 W 36TH ST,21211-2409,3,1200,1167383,1378543,1354172,I21,NA,I,"Crime, Legal-Related",21211,"1104 W 36TH ST, BALTIMORE, MD, 21211"
-76.5988634,39.3366616,522002959,NOBLE ENRICHMENT FOR CHILDREN & YOUTH INCORPORATED,3912 THE ALAMEDA,21218-2106,3,1200,0,0,0,I21,NA,I,"Crime, Legal-Related",21218,"3912 THE ALAMEDA, BALTIMORE, MD, 21218"
-76.6849916,39.34422199999999,30612104,THE MORPHEUS FOUNDATION INC,5247 REISTERSTOWN RD,21215-5018,3,1270,58375,0,NA,I31,NA,I,"Crime, Legal-Related",21215,"5247 REISTERSTOWN RD, BALTIMORE, MD, 21215"
-76.59339659999999,39.3073604,203318925,TOTAL MAKEOVER INCORPORATED,1727 E OLIVER ST,21213-3112,3,1000,0,0,0,I31,NA,I,"Crime, Legal-Related",21213,"1727 E OLIVER ST, BALTIMORE, MD, 21213"
-76.6522698,39.3105785,261351880,BALTIMORE AREA ASSOCIATION FOR SUPPORTIVE HOUSING,2133 WALBROOK AVE,21217-1247,3,1200,0,0,0,I31,BAASH,I,"Crime, Legal-Related",21217,"2133 WALBROOK AVE, BALTIMORE, MD, 21217"
-76.6150287,39.294977,472753353,INVICTUS REENTRY MARYLAND INC,7 E FRANKLIN ST,21202-4296,3,1000,81,3590,3590,I40,NA,I,"Crime, Legal-Related",21202,"7 E FRANKLIN ST, BALTIMORE, MD, 21202"
-76.5718085,39.3569337,475009776,PRODIGAL SONS CORPORATION,2108 HAMILTON AVE,21214-1640,3,1000,0,0,0,I40,PRODIGAL SONS,I,"Crime, Legal-Related",21214,"2108 HAMILTON AVE, BALTIMORE, MD, 21214"
-76.56179379999999,39.3287117,522210732,BETTER WAY OUTREACH MINISTRIES INC,4239 SEIDEL AVE,21206-6428,3,1000,0,0,0,I40,NA,I,"Crime, Legal-Related",21206,"4239 SEIDEL AVE, BALTIMORE, MD, 21206"
-76.57093689999999,39.2985602,770657787,NEW LIFE PROGRAM FOR EX-OFFENDER WOMEN INC,602 N CLINTON ST,21205-2813,3,1200,2,14618,14618,I40,NA,I,"Crime, Legal-Related",21205,"602 N CLINTON ST, BALTIMORE, MD, 21205"
-76.5922077,39.29725060000001,822056611,FROM PRISON CELLS TO PHD INC,600 N WOLFE STREET CMSC 406,21287-0005,3,1200,NA,NA,NA,I40,NA,I,"Crime, Legal-Related",21287,"600 N WOLFE STREET CMSC 406, BALTIMORE, MD, 21287"
-76.72320599999999,39.344105,900826010,TRANSFORMING LIFE MINISTRIES INC,3621 CEDAR DR,21207-6306,3,2000,0,0,0,I40,NA,I,"Crime, Legal-Related",21207,"3621 CEDAR DR, BALTIMORE, MD, 21207"
-76.596974,39.303967,43781804,TRANSITIONING LIVES INC,1515 E BIDDLE ST,21213-2901,3,2100,139242,150176,150176,I43,NA,I,"Crime, Legal-Related",21213,"1515 E BIDDLE ST, BALTIMORE, MD, 21213"
-76.5880974,39.3265488,522000448,MY SISTERS KEEPER MINISTRIES & OUTREACH CENTER,1926 E 31ST ST,21218-3101,3,1200,0,0,0,I43,NA,I,"Crime, Legal-Related",21218,"1926 E 31ST ST, BALTIMORE, MD, 21218"
-76.6148256,39.2901125,200749993,FRANCIS D MURNAGHAN JR APPELLATE ADVOCACY FELLOWSHIP INC,1 N CHARLES ST STE 200,21201-3710,3,1000,1267056,196530,149161,I50,NA,I,"Crime, Legal-Related",21201,"1 N CHARLES ST STE 200, BALTIMORE, MD, 21201"
-76.6121893,39.2903848,452482209,OUT FOR JUSTICE INC,PO BOX 33468,21218-0404,3,2000,33120,49448,49448,I50,NA,I,"Crime, Legal-Related",21218,"PO BOX 33468, BALTIMORE, MD, 21218"
-76.61677759999999,39.3181152,521578625,ALTERNATIVE DIRECTIONS INC,2505 N CHARLES STREET,21218-4755,3,1000,197513,404070,404070,I50Z,NA,I,"Crime, Legal-Related",21218,"2505 N CHARLES STREET, BALTIMORE, MD, 21218"
-76.64030989999999,39.3324058,522337316,COMMUNITY CONFERENCING CENTER INC,1500 UNION AVE STE 2700,21211-1989,3,1000,2525217,793941,793941,I51,NA,I,"Crime, Legal-Related",21211,"1500 UNION AVE STE 2700, BALTIMORE, MD, 21211"
-76.7281058,39.2725364,522137781,POLICE ON BIKES INC,583 FREDERICK RD STE 5B,21228-4697,3,1000,182393,352927,352927,I60,INTERNATIONAL POLICE MNTN BIKE ASSO,I,"Crime, Legal-Related",21228,"583 FREDERICK RD STE 5B, BALTIMORE, MD, 21228"
-76.6155026,39.2879203,521958520,MARYLAND SHERIFFS INSTITUTE INC,36 S CHARLES ST FL 12,21201-3124,3,1000,0,0,0,I60,NA,I,"Crime, Legal-Related",21201,"36 S CHARLES ST FL 12, BALTIMORE, MD, 21201"
-76.4394056,39.3342744,521273277,FRANK J BATTAGLIA SIGNAL 13 FOUNDATION INC,PO BOX 24801,21220-0801,3,1200,2634369,1395280,262762,I60I,NA,I,"Crime, Legal-Related",21220,"PO BOX 24801, BALTIMORE, MD, 21220"
-76.6787753,39.2919238,510529065,MARYLAND BEVERAGE ASSOCIATION C D C INC,3708 W MULBERRY ST,21229-2930,3,1200,7741,28158,28158,I70,NA,I,"Crime, Legal-Related",21229,"3708 W MULBERRY ST, BALTIMORE, MD, 21229"
-76.46532359999999,39.3550097,521887275,SURVIVORS AGAINST VIOLENCE EVERYWHERE,5413 KING AVE,21237-4005,3,1000,0,0,0,I71,S A V E,I,"Crime, Legal-Related",21237,"5413 KING AVE, BALTIMORE, MD, 21237"
-76.61721059999999,39.31538949999999,421602584,MARYLAND CHILD ADVOCACY CENTER ALLIANCE INC,2300 N CHARLES STREET STE 220,21218-5137,3,1000,186685,236785,236785,I72,NA,I,"Crime, Legal-Related",21218,"2300 N CHARLES STREET STE 220, BALTIMORE, MD, 21218"
-76.61721059999999,39.31538949999999,521681279,THE BALTIMORE CHILD ABUSE CTR INC,2300 N CHARLES ST STE 400,21218-5158,3,1000,1982093,2108202,2024740,I72Z,NA,I,"Crime, Legal-Related",21218,"2300 N CHARLES ST STE 400, BALTIMORE, MD, 21218"
-76.6121893,39.2903848,10910406,THE MARYLAND IMMIGRANT RIGHTS COALITION INC,PO BOX 41533,21203-6533,3,1000,0,0,0,I80,NA,I,"Crime, Legal-Related",21203,"PO BOX 41533, BALTIMORE, MD, 21203"
-76.61556139999999,39.3029758,262174290,FREESTATE JUSTICE INC,1111 N CHARLES ST,21201-5505,3,1000,88862,553979,553979,I80,NA,I,"Crime, Legal-Related",21201,"1111 N CHARLES ST, BALTIMORE, MD, 21201"
-76.5718624,39.2881714,352518417,ADVANCING REAL CHANGE INC,310 S EAST AVE,21224-2207,3,1000,183243,400041,400041,I80,ARC,I,"Crime, Legal-Related",21224,"310 S EAST AVE, BALTIMORE, MD, 21224"
-76.6169017,39.412239,521784604,PRO BONO COUNSELING PROJECT INC,110 WEST RD STE 202,21204-2375,3,1000,197206,376836,376836,I80,NA,I,"Crime, Legal-Related",21204,"110 WEST RD STE 202, BALTIMORE, MD, 21204"
-76.62746589999999,39.328525,521320934,COMMUNITY LAW CENTER INC,3355 KESWICK RD STE 200,21211-2650,3,1200,266464,573894,572637,I800,NA,I,"Crime, Legal-Related",21211,"3355 KESWICK RD STE 200, BALTIMORE, MD, 21211"
-76.60850669999999,39.2916066,520591621,LEGAL AID BUREAU INC,500 E LEXINGTON ST,21202-3559,3,1000,20951762,26321131,26321131,I800,NA,I,"Crime, Legal-Related",21202,"500 E LEXINGTON ST, BALTIMORE, MD, 21202"
-76.6235361,39.2905303,521664796,PRO BONO RESOURCE CENTER OF MARYLAND INC,520 W FAYETTE STREET,21201-1781,3,1000,1469040,1815626,1779691,I80L,NA,I,"Crime, Legal-Related",21201,"520 W FAYETTE STREET, BALTIMORE, MD, 21201"
-76.6145097,39.2913108,521225979,MARYLAND VOLUNTEER LAWYERS SERVICE INC,201 N CHARLES ST STE 1400,21201-4118,3,1200,3069943,2106861,2065558,I80N,NA,I,"Crime, Legal-Related",21201,"201 N CHARLES ST STE 1400, BALTIMORE, MD, 21201"
-76.64030989999999,39.3324058,510215570,DISABILITY RIGHTS MARYLAND INC,1500 UNION AVE STE 2000,21211-1982,3,1000,2208339,3011486,3011486,I80Z,MARYLAND DISABILITY LAW CENTER INC,I,"Crime, Legal-Related",21211,"1500 UNION AVE STE 2000, BALTIMORE, MD, 21211"
-76.6150657,39.2896539,521266744,MARYLAND LEGAL SERVICES CORP,15 CHARLES PLZ STE 102,21201-3994,3,1000,12665317,23655789,23576914,I80Z,NA,I,"Crime, Legal-Related",21201,"15 CHARLES PLZ STE 102, BALTIMORE, MD, 21201"
-76.6235361,39.2905303,522102516,CIVIL JUSTICE INC,520 W FAYETTE ST STE 410,21201-1769,3,1000,574121,638509,638509,I83,NA,I,"Crime, Legal-Related",21201,"520 W FAYETTE ST STE 410, BALTIMORE, MD, 21201"
-76.6148256,39.2901125,521412226,PUBLIC JUSTICE CENTER INC,1 N CHARLES ST STE 200,21201-3710,3,1000,2077878,1815789,1815789,I83Z,NA,I,"Crime, Legal-Related",21201,"1 N CHARLES ST STE 200, BALTIMORE, MD, 21201"
-76.6145097,39.2913108,521697260,HOMELESS PERSONS REPRESENTATION PROJECT INC,201 N CHARLES ST STE 1104,21201-4122,3,1000,620152,1113881,1113797,I83Z,NA,I,"Crime, Legal-Related",21201,"201 N CHARLES ST STE 1104, BALTIMORE, MD, 21201"
-76.614284,39.2897306,454788005,ASSOCIATION FOR THE PUBLIC DEFENDER OF MARYLAND LTD,6 SAINT PAUL ST C/O A STEPHEN HUT,21202-6806,3,1000,34286,9502,9502,I99,NA,I,"Crime, Legal-Related",21202,"6 SAINT PAUL ST C/O A STEPHEN HUT, BALTIMORE, MD, 21202"
-76.68740249999999,39.37224560000001,113380676,HOREINU FOUNDATION,2614 WILLOW GLEN DR,21209-3108,3,1000,233315,107913,NA,J00Z,NA,J,"Employment, Job-Related",21209,"2614 WILLOW GLEN DR, BALTIMORE, MD, 21209"
-76.60649889999999,39.3737387,465111665,GREATER BALTIMORE ASHI,527 WINDWOOD RD,21212-2108,6,2000,0,0,0,J03,NA,J,"Employment, Job-Related",21212,"527 WINDWOOD RD, BALTIMORE, MD, 21212"
-76.6121893,39.2903848,421703705,DRESS FOR SUCCESS BALTIMORE INC,PO BOX 66536,21239-6536,3,1000,0,0,0,J19,NA,J,"Employment, Job-Related",21239,"PO BOX 66536, BALTIMORE, MD, 21239"
-76.59516839999999,39.3013037,311640455,UBD CORPORATION,1615 E EAGER ST,21205-1066,3,2100,0,0,0,J20,NA,J,"Employment, Job-Related",21205,"1615 E EAGER ST, BALTIMORE, MD, 21205"
-76.6331683,39.2724081,522276640,SECOND CHANCE INC,1700 RIDGELY STREET,21230-2070,3,1200,15624236,10474480,10474480,J20,NA,J,"Employment, Job-Related",21230,"1700 RIDGELY STREET, BALTIMORE, MD, 21230"
-76.6116771,39.2887844,522278450,JOB OPPORTUNITIES TASK FORCE INC,217 E REDWOOD ST STE 1500,21202-3372,3,1000,2009545,2942742,2942742,J20,NA,J,"Employment, Job-Related",21202,"217 E REDWOOD ST STE 1500, BALTIMORE, MD, 21202"
-76.6173192,39.3188554,810964239,BELVEDERE REAL CARE PROVIDERS NETWORK INC,2526 N CHARLES ST,21218-4601,3,1200,3140,199869,199869,J20,NA,J,"Employment, Job-Related",21218,"2526 N CHARLES ST, BALTIMORE, MD, 21218"
-76.59726739999999,39.3671029,813965980,LOYAL SERVICES UNLIMITED INC,1100 E NORTHERN PKWY,21239-1900,3,1200,NA,NA,NA,J20,NA,J,"Employment, Job-Related",21239,"1100 E NORTHERN PKWY, BALTIMORE, MD, 21239"
-76.6115985,39.2914693,814163681,HALI INSTITUTE INC,212 E LEXINGTON ST,21202-3501,3,1000,1,0,0,J20,NA,J,"Employment, Job-Related",21202,"212 E LEXINGTON ST, BALTIMORE, MD, 21202"
-76.7402128,39.3183119,821451793,MADEIT FOUNDATION,1703 LENORE CT,21207-4132,3,1230,0,0,0,J20,NA,J,"Employment, Job-Related",21207,"1703 LENORE CT, BALTIMORE, MD, 21207"
-76.6140583,39.2883097,311598027,SUITED TO SUCCEED INC,22 LIGHT ST STE 302,21202-1073,3,1000,4696,100001,87401,J20,NA,J,"Employment, Job-Related",21202,"22 LIGHT ST STE 302, BALTIMORE, MD, 21202"
-76.6121893,39.2903848,521814260,EXECUTIVE ALLIANCE INC,PO BOX 16371,21210-0371,3,2000,327503,227092,227092,J20Z,NA,J,"Employment, Job-Related",21210,"PO BOX 16371, BALTIMORE, MD, 21210"
-76.59697779999999,39.3510813,770641481,MICHELES HAVEN C D C INC,1270 BEAUMONT AVE,21239-3418,3,1000,0,0,0,J21,NA,J,"Employment, Job-Related",21239,"1270 BEAUMONT AVE, BALTIMORE, MD, 21239"
-76.5906715,39.3417363,320159000,JOHN D BRANTLEY FINANCIAL SERVICE,1539 SHEFFIELD RD,21218-1633,3,2000,309803,67921,67921,J22,BRANTLEYS PLACE,J,"Employment, Job-Related",21218,"1539 SHEFFIELD RD, BALTIMORE, MD, 21218"
-76.5671211,39.3694461,384013745,TRANZED APPRENTICESHIP VENTURES INC,6802 MCCLEAN BLVD,21234-7260,3,2000,NA,NA,NA,J22,NA,J,"Employment, Job-Related",21234,"6802 MCCLEAN BLVD, BALTIMORE, MD, 21234"
-76.6734681,39.3468077,473496019,JANE ADDAMS RESOURCE CORPORATION - BALTIMORE,4910 PARK HEIGHTS AVE,21215-6012,3,1200,264715,570325,570325,J22,NA,J,"Employment, Job-Related",21215,"4910 PARK HEIGHTS AVE, BALTIMORE, MD, 21215"
-76.6734681,39.3468077,522113594,MARYLAND CENTER FOR ADULT TRAINING INC,4910 PARK HEIGHTS AVE 2ND FLOOR,21215-6012,3,1200,11110,232316,232316,J22,NA,J,"Employment, Job-Related",21215,"4910 PARK HEIGHTS AVE 2ND FLOOR, BALTIMORE, MD, 21215"
-76.679782,39.232437,710995555,SISTERS INVOLVING SISTERS THROUGH ENCOURAGEMENT RESTORATION AND SPIR,2061 NORTHEAST AVE,21227-4524,3,1200,NA,NA,NA,J22,NA,J,"Employment, Job-Related",21227,"2061 NORTHEAST AVE, BALTIMORE, MD, 21227"
-76.493922,39.399026,814150714,NEW WAVE HELPING HANDS ENTERPRISES INC,9215 HINES ESTATES DR,21234-1368,3,1000,NA,NA,NA,J22,NA,J,"Employment, Job-Related",21234,"9215 HINES ESTATES DR, BALTIMORE, MD, 21234"
-76.698559,39.273283,815144255,A STEPPING STONE FOUNDATION INC,4822 MELBOURNE RD,21229-4415,3,1200,NA,NA,NA,J22,NA,J,"Employment, Job-Related",21229,"4822 MELBOURNE RD, BALTIMORE, MD, 21229"
-76.6690969,39.27517,237055641,LABORERS JOINT TRAINING FUND OF WASHINGTON DC AND VICINITY,3200 WILKENS AVE,21229-4226,3,2000,4211951,1537865,1537865,J220,NA,J,"Employment, Job-Related",21229,"3200 WILKENS AVE, BALTIMORE, MD, 21229"
-76.6690969,39.27517,237107393,LABORERS DISTRICT COUNCIL TRAINING FUND FOR BALTIMORE AND VICINITY,3200 WILKENS AVE,21229-4226,3,1200,805416,564843,564843,J22I,NA,J,"Employment, Job-Related",21229,"3200 WILKENS AVE, BALTIMORE, MD, 21229"
-76.551081,39.28983119999999,522266148,CENTER FOR LEARNING AND HEALTH CORPORATION,5200 EASTERN AVENUE SUITE 142 W,21224-2734,3,2000,1,0,0,J30,CENTER FOR LEARNING AND HEALTH CORP,J,"Employment, Job-Related",21224,"5200 EASTERN AVENUE SUITE 142 W, BALTIMORE, MD, 21224"
